set_num,part_num,part_name,color_id,color_name,color_rgb,quantity,is_spare,element_id,part_img_url
"42212-1","89678","Technic Pin 1/2 with Friction","4","Red","C91A09","20","false","6378120","https://cdn.rebrickable.com/media/parts/elements/6378120.jpg"
"42212-1","22961","Technic Pin Connector Hub with 1 Axle","4","Red","C91A09","8","false","6167939","https://cdn.rebrickable.com/media/parts/elements/6167939.jpg"
"42212-1","10197","Technic Pin Connector Hub with 2 Perpendicular Axles","4","Red","C91A09","4","false","6563615","https://cdn.rebrickable.com/media/parts/elements/6563615.jpg"
"42212-1","11455","Technic Pin Connector Perpendicular 2 x 4 Bent - Beam with 90 Hole Ø 4.8","4","Red","C91A09","2","false","6563617","https://cdn.rebrickable.com/media/parts/elements/6563617.jpg"
"42212-1","18654","Technic Pin Connector Round 1L [Beam]","4","Red","C91A09","4","false","6093950","https://cdn.rebrickable.com/media/parts/elements/6093950.jpg"
"42212-1","18654","Technic Pin Connector Round 1L [Beam]","4","Red","C91A09","1","true","6093950","https://cdn.rebrickable.com/media/parts/elements/6093950.jpg"
"42212-1","65304","Technic Pin Long with Friction Ridges Lengthwise and Stop Bush [2 Lateral Holes, Small Pin Hole]","4","Red","C91A09","5","false","6347789","https://cdn.rebrickable.com/media/parts/elements/6347789.jpg"
"42212-1","66906","Technic Pin with Friction Ridges Lengthwise and Towball - Round Pin Hole","4","Red","C91A09","4","false","6360104","https://cdn.rebrickable.com/media/parts/elements/6360104.jpg"
"42212-1","48267","Technic Tooth 1 x 3 with Axle Hole [Hollow Underside]","4","Red","C91A09","4","false","6285599","https://cdn.rebrickable.com/media/parts/elements/6285599.jpg"
"42212-1","26603","Tile 2 x 3","4","Red","C91A09","2","false","6189130","https://cdn.rebrickable.com/media/parts/elements/6189130.jpg"
"42212-1","24246","Tile Round 1 x 1 Half Circle","4","Red","C91A09","1","true","6258973","https://cdn.rebrickable.com/media/parts/elements/6258973.jpg"
"42212-1","24246","Tile Round 1 x 1 Half Circle","4","Red","C91A09","3","false","6258973","https://cdn.rebrickable.com/media/parts/elements/6258973.jpg"
"42212-1","24316","Technic Axle 3 with Stop","70","Reddish Brown","582A12","10","false","6135494","https://cdn.rebrickable.com/media/parts/elements/6135494.jpg"
"42212-1","15462","Technic Axle 5 with Stop","70","Reddish Brown","582A12","4","false","6159763","https://cdn.rebrickable.com/media/parts/elements/6159763.jpg"
"42212-1","3749","Technic Axle Pin without Friction Ridges Lengthwise","19","Tan","E4CD9E","4","false","65625","https://cdn.rebrickable.com/media/parts/elements/4186017.jpg"
"42212-1","6589","Technic Gear 12 Tooth Bevel","19","Tan","E4CD9E","5","false","4565452","https://cdn.rebrickable.com/media/parts/elements/4514556.jpg"
"42212-1","32002","Technic Pin 3/4","19","Tan","E4CD9E","1","true","6013938","https://cdn.rebrickable.com/media/parts/elements/6013938.jpg"
"42212-1","32002","Technic Pin 3/4","19","Tan","E4CD9E","5","false","6013938","https://cdn.rebrickable.com/media/parts/elements/6013938.jpg"
"42212-1","5091","Tile 1 x 2 with Stud Notch Left","36","Trans-Red","C91A09","1","false","6510128","https://cdn.rebrickable.com/media/parts/elements/6510128.jpg"
"42212-1","5092","Tile 1 x 2 with Stud Notch Right","36","Trans-Red","C91A09","1","false","6510142","https://cdn.rebrickable.com/media/parts/elements/6510142.jpg"
"42212-1","59443","Technic Axle Connector Smooth [with x Hole + Orientation]","15","White","FFFFFF","5","false","6212049","https://cdn.rebrickable.com/media/parts/elements/6212049.jpg"
"42212-1","65249","Technic Axle Pin 3L without Friction Ridges and 2L Axle","15","White","FFFFFF","2","false","6289797","https://cdn.rebrickable.com/media/parts/elements/6289797.jpg"
"42212-1","32073","Technic Axle 5","14","Yellow","F2CD37","2","false","6130008","https://cdn.rebrickable.com/media/parts/elements/6130008.jpg"
"42212-1","44294","Technic Axle 7","14","Yellow","F2CD37","2","false","6130009","https://cdn.rebrickable.com/media/parts/elements/6130009.jpg"
"42212-1","60485","Technic Axle 9","14","Yellow","F2CD37","1","false","6130010","https://cdn.rebrickable.com/media/parts/elements/6130010.jpg"
"42212-1","32034","Technic Axle and Pin Connector Angled #2 - 180°","14","Yellow","F2CD37","3","false","6344325","https://cdn.rebrickable.com/media/parts/elements/4175565.jpg"
"42212-1","32184","Technic Axle and Pin Connector Perpendicular 3L with Centre Pin Hole","14","Yellow","F2CD37","2","false","6276974","https://cdn.rebrickable.com/media/parts/elements/4125498.jpg"
"42212-1","32523","Technic Beam 1 x 3 Thick","14","Yellow","F2CD37","2","false","4153707","https://cdn.rebrickable.com/media/parts/elements/4153707.jpg"
"42212-1","32123b","Technic Bush 1/2 Smooth with Axle Hole Semi-Reduced","14","Yellow","F2CD37","3","false","6271167","https://cdn.rebrickable.com/media/parts/elements/6271167.jpg"
"42212-1","32123b","Technic Bush 1/2 Smooth with Axle Hole Semi-Reduced","14","Yellow","F2CD37","1","true","6271167","https://cdn.rebrickable.com/media/parts/elements/6271167.jpg"
"42212-1","4369","Technic Piston","14","Yellow","F2CD37","12","false","6452846","https://cdn.rebrickable.com/media/parts/elements/6452846.jpg"
